Postal_Code,City_Name,State,Website_Low,Website_High,COD_Serviceable
110001,NEW DELHI,DL,2,4,COD
110002,NEW DELHI,DL,2,4,COD
110003,NEW DELHI,DL,2,4,COD
110004,NEW DELHI,DL,2,4,COD
110005,NEW DELHI,DL,2,4,COD
110006,NEW DELHI,DL,2,4,COD
110007,NEW DELHI,DL,2,4,COD
110008,NEW DELHI,DL,2,4,COD
110009,NEW DELHI,DL,2,4,COD
110010,NEW DELHI,DL,2,4,COD
110011,NEW DELHI,DL,2,4,COD
110012,NEW DELHI,DL,2,4,COD
110013,NEW DELHI,DL,2,4,COD
110014,NEW DELHI,DL,2,4,COD
110015,NEW DELHI,DL,2,4,COD
110016,NEW DELHI,DL,2,4,COD
110017,NEW DELHI,DL,2,4,COD
110018,NEW DELHI,DL,2,4,COD
110019,NEW DELHI,DL,2,4,COD
110020,NEW DELHI,DL,2,4,COD
110021,NEW DELHI,DL,2,4,COD
110022,NEW DELHI,DL,2,4,COD
110023,NEW DELHI,DL,2,4,COD
110024,NEW DELHI,DL,2,4,COD
110025,NEW DELHI,DL,2,4,COD
110026,NEW DELHI,DL,2,4,COD
110027,NEW DELHI,DL,2,4,COD
110028,NEW DELHI,DL,2,4,COD
110029,NEW DELHI,DL,2,4,COD
110030,NEW DELHI,DL,2,4,COD
110031,NEW DELHI,DL,2,4,COD
110032,NEW DELHI,DL,2,4,COD
110033,NEW DELHI,DL,2,4,COD
110034,NEW DELHI,DL,2,4,COD
110035,NEW DELHI,DL,2,4,COD
110036,NEW DELHI,DL,2,4,COD
110037,NEW DELHI,DL,2,4,COD
110038,NEW DELHI,DL,2,4,COD
110039,NEW DELHI,DL,2,4,COD
110040,NEW DELHI,DL,2,4,COD
110041,NEW DELHI,DL,2,4,COD
110042,NEW DELHI,DL,2,4,COD
110043,NEW DELHI,DL,2,4,COD
110044,NEW DELHI,DL,2,4,COD
110045,NEW DELHI,DL,2,4,COD
110046,NEW DELHI,DL,2,4,COD
110047,NEW DELHI,DL,2,4,COD
110048,NEW DELHI,DL,2,4,COD
110049,NEW DELHI,DL,2,4,COD
110050,NEW DELHI,DL,2,4,COD
110051,NEW DELHI,DL,2,4,COD
110052,NEW DELHI,DL,2,4,COD
110053,NEW DELHI,DL,2,4,COD
110054,NEW DELHI,DL,2,4,COD
110055,NEW DELHI,DL,2,4,COD
110056,NEW DELHI,DL,2,4,COD
110057,NEW DELHI,DL,2,4,COD
110058,NEW DELHI,DL,2,4,COD
110059,NEW DELHI,DL,2,4,COD
110060,NEW DELHI,DL,2,4,COD
110061,NEW DELHI,DL,2,4,COD
110062,NEW DELHI,DL,2,4,COD
110063,NEW DELHI,DL,2,4,COD
110064,NEW DELHI,DL,2,4,COD
110065,NEW DELHI,DL,2,4,COD
110066,NEW DELHI,DL,2,4,COD
110067,NEW DELHI,DL,2,4,COD
110068,NEW DELHI,DL,2,4,COD
110069,NEW DELHI,DL,2,4,COD
110070,NEW DELHI,DL,2,4,COD
110071,NEW DELHI,DL,2,4,COD
110072,NEW DELHI,DL,2,4,COD
110073,NEW DELHI,DL,2,4,COD
110074,NEW DELHI,DL,2,4,COD
110075,NEW DELHI,DL,2,4,COD
110076,NEW DELHI,DL,2,4,COD
110077,NEW DELHI,DL,2,4,COD
110078,NEW DELHI,DL,2,4,COD
110080,NEW DELHI,DL,2,4,COD
110081,NEW DELHI,DL,2,4,COD
110082,NEW DELHI,DL,2,4,COD
110083,NEW DELHI,DL,2,4,COD
110084,NEW DELHI,DL,2,4,COD
110085,NEW DELHI,DL,2,4,COD
110086,NEW DELHI,DL,2,4,COD
110087,NEW DELHI,DL,2,4,COD
110088,NEW DELHI,DL,2,4,COD
110089,NEW DELHI,DL,2,4,COD
110090,NEW DELHI,DL,2,4,COD
110091,NEW DELHI,DL,2,4,COD
110092,NEW DELHI,DL,2,4,COD
110093,NEW DELHI,DL,2,4,COD
110094,NEW DELHI,DL,2,4,COD
110095,NEW DELHI,DL,2,4,COD
110096,NEW DELHI,DL,2,4,COD
110101,NEW DELHI,DL,2,4,COD
110103,NEW DELHI,DL,2,4,COD
110104,NEW DELHI,DL,2,4,COD
110105,NEW DELHI,DL,2,4,COD
110106,NEW DELHI,DL,2,4,COD
110107,NEW DELHI,DL,2,4,COD
110108,NEW DELHI,DL,2,4,COD
110109,NEW DELHI,DL,2,4,COD
110110,NEW DELHI,DL,2,4,COD
110112,NEW DELHI,DL,2,4,COD
110113,NEW DELHI,DL,2,4,COD
110114,NEW DELHI,DL,2,4,COD
110115,NEW DELHI,DL,2,4,COD
110116,NEW DELHI,DL,2,4,COD
110117,NEW DELHI,DL,2,4,COD
110118,NEW DELHI,DL,2,4,COD
110119,NEW DELHI,DL,2,4,COD
110120,NEW DELHI,DL,2,4,COD
110122,NEW DELHI,DL,2,4,COD
110124,NEW DELHI,DL,2,4,COD
110125,NEW DELHI,DL,2,4,COD
110301,NEW DELHI,DL,2,4,COD
110302,NEW DELHI,DL,2,4,COD
110501,NEW DELHI,DL,2,4,COD
110503,NEW DELHI,DL,2,4,COD
110504,NEW DELHI,DL,2,4,COD
110510,NEW DELHI,DL,2,4,COD
110511,NEW DELHI,DL,2,4,COD
110512,NEW DELHI,DL,2,4,COD
110601,NEW DELHI,DL,2,4,COD
110602,NEW DELHI,DL,2,4,COD
110603,NEW DELHI,DL,2,4,COD
110604,NEW DELHI,DL,2,4,COD
110605,NEW DELHI,DL,2,4,COD
110606,NEW DELHI,DL,2,4,COD
110607,NEW DELHI,DL,2,4,COD
110608,NEW DELHI,DL,2,4,COD
110609,NEW DELHI,DL,2,4,COD
121001,FARIDABAD,HR,2,4,COD
121002,FARIDABAD,HR,2,4,COD
121003,FARIDABAD,HR,2,4,COD
121004,BALLABHGARH,HR,2,4,COD
121005,FARIDABAD,HR,2,4,COD
121006,FARIDABAD,HR,2,4,COD
121007,FARIDABAD,HR,2,4,COD
121008,BALLABHGARH,HR,3,5,No COD
121009,BALLABHGARH,HR,3,5,No COD
121102,BALLABHGARH,HR,3,5,No COD
122001,GURGAON,HR,2,4,COD
122002,GURGAON,HR,2,4,COD
122003,GURGAON,HR,2,4,COD
122004,GURGAON,HR,2,4,COD
122005,GURGAON,HR,2,4,COD
122006,GURGAON,HR,2,4,COD
122007,GURGAON,HR,2,4,COD
122008,GURGAON,HR,2,4,COD
122009,GURGAON,HR,2,4,COD
122010,GURGAON,HR,2,4,COD
122011,GURGAON,HR,2,4,COD
122012,GURGAON,HR,2,4,COD
122015,GURGAON,HR,2,4,COD
122016,GURGAON,HR,2,4,COD
122017,GURGAON,HR,2,4,COD
122018,GURGAON,HR,2,4,COD
122022,GURGAON,HR,2,4,No COD
122050,SHAHBAD,HR,2,4,COD
122051,GURGAON,HR,2,4,COD
122100,Dharuhera,HR,3,5,No COD
122101,GURGAON,HR,3,5,COD
122102,GURGAON,HR,3,5,COD
122103,GURGAON,HR,3,5,COD
122105,GURGAON,HR,3,5,COD
122106,DHARUHERA,HR,3,5,No COD
122413,GURGAON,HR,3,5,COD
122503,Dharuhera,HR,3,5,No COD
123106,DHARUHERA,HR,3,5,No COD
123401,REWARI,HR,3,5,No COD
123413,BILASPUR,HR,3,5,COD
123501,Dharuhera,HR,3,5,No COD
124001,ROHTAK,HR,4,6,COD
124021,ROHTAK,HR,4,6,COD
124022,ROHTAK,HR,4,6,COD
124102,JHAJJAR,HR,4,6,COD
124103,JHAJJAR,HR,4,6,COD
124104,JHAJJAR,HR,4,6,COD
124105,JHAJJAR,HR,4,6,COD
124106,JHAJJAR,HR,4,6,COD
124107,JHAJJAR,HR,4,6,COD
124108,JHAJJAR,HR,4,6,COD
124109,JHAJJAR,HR,4,6,COD
124111,ROHTAK,HR,4,6,COD
124112,ROHTAK,HR,4,6,COD
124113,ROHTAK,HR,4,6,COD
124142,JHAJJAR,HR,4,6,COD
124146,JHAJJAR,HR,4,6,COD
124201,JHAJJAR,HR,4,6,COD
124202,JHAJJAR,HR,4,6,COD
124303,ROHTAK,HR,4,6,COD
124401,ROHTAK,HR,4,6,COD
124404,JHAJJAR,HR,4,6,COD
124406,ROHTAK,HR,4,6,COD
124411,ROHTAK,HR,4,6,COD
124412,ROHTAK,HR,4,6,COD
124501,ROHTAK,HR,4,6,COD
124504,JHAJJAR,HR,4,6,COD
124505,JHAJJAR,HR,4,6,COD
124506,JHAJJAR,HR,4,6,COD
124507,BAHADURGARH,HR,4,6,COD
124513,ROHTAK,HR,4,6,COD
124514,ROHTAK,HR,4,6,COD
125001,HISSAR,HR,4,6,No COD
125002,HISSAR,HR,6,8,No COD
125003,HISSAR,HR,6,8,No COD
125004,HISSAR,HR,5,7,No COD
125005,HISSAR,HR,5,7,No COD
125052,HISSAR,HR,5,7,No COD
125055,SIRSA,HR,5,7,No COD
125076,SIRSA,HR,5,7,No COD
125201,SIRSA,HR,5,7,No COD
127021,BHIWANI,HR,3,5,No COD
131001,SONEPAT,HR,4,6,No COD
131021,MURTHAL,HR,4,6,No COD
131027,MURTHAL,HR,4,6,No COD
131028,MURTHAL,HR,4,6,No COD
131029,MURTHAL,HR,4,6,No COD
132001,KARNAL,HR,5,7,No COD
132101,PANIPAT,HR,4,6,COD
132102,PANIPAT,HR,4,6,COD
132103,PANIPAT,HR,4,6,COD
132104,PANIPAT,HR,4,6,COD
132105,PANIPAT,HR,4,6,COD
132106,PANIPAT,HR,4,6,COD
132107,PANIPAT,HR,4,6,COD
132108,PANIPAT,HR,4,6,COD
132110,PANIPAT,HR,4,6,COD
132113,PANIPAT,HR,4,6,COD
132115,PANIPAT,HR,4,6,COD
132116,KARNAL,HR,6,8,No COD
132118,KURUKSHETRA,HR,5,7,No COD
132119,KURUKSHETRA,HR,6,8,No COD
132122,PANIPAT,HR,4,6,COD
132135,KURUKSHETRA,HR,3,5,No COD
132140,PANIPAT,HR,4,6,COD
132145,PANIPAT,HR,4,6,COD
132151,PANIPAT,HR,4,6,COD
133001,AMBALA,HR,2,4,COD
133004,AMBALA,HR,3,5,No COD
133005,AMBALA,HR,4,6,No COD
133006,AMBALA,HR,4,6,COD
133007,AMBALA,HR,2,4,No COD
133101,AMBALA,HR,4,6,COD
133201,AMBALA,HR,3,5,No COD
133301,PANCHKULA,HR,5,7,COD
134002,KURUKSHETRA,HR,3,5,No COD
134003,AMBALA,HR,2,4,COD
134004,AMBALA,HR,2,4,No COD
134007,AMBALA,HR,2,4,COD
134101,PANCHKULA,HR,4,6,COD
134103,PANCHKULA,HR,4,6,COD
134104,PANCHKULA,HR,4,6,COD
134107,PANCHKULA,HR,4,6,COD
134108,PANCHKULA,HR,4,6,COD
134109,PANCHKULA,HR,4,6,COD
134112,PANCHKULA,HR,4,6,COD
134113,PANCHKULA,HR,4,6,COD
134114,PANCHKULA,HR,4,6,COD
134115,PANCHKULA,HR,5,7,COD
134116,PANCHKULA,HR,5,7,COD
134118,PANCHKULA,HR,5,7,COD
134205,PANCHKULA,HR,5,7,COD
135001,JAGADHRI,HR,3,5,No COD
136118,KURUKSHETRA,HR,4,6,No COD
140001,ROPOR,PB,5,7,No COD
140101,CHANDIGARH,CH,5,7,No COD
140103,CHANDIGARH,CH,5,7,No COD
140105,ZIRAKHPUR,PB,6,8,No COD
140124,CHANDIGARH,CH,4,6,No COD
140401,PATIALA,PB,5,7,No COD
140412,PATIALA,PB,4,6,No COD
140413,MOHALI,PB,5,7,No COD
140501,AMBALA,HR,5,7,No COD
140506,AMBALA,HR,5,7,No COD
140507,DERABASSI,PB,5,7,No COD
140601,PATIALA,PB,5,7,No COD
140603,ZIRAKHPUR,PB,5,7,No COD
141001,LUDHIANA,PB,3,5,COD
141002,LUDHIANA,PB,3,5,COD
141003,LUDHIANA,PB,3,5,COD
141004,LUDHIANA,PB,3,5,COD
141005,LUDHIANA,PB,3,5,COD
141006,LUDHIANA,PB,3,5,COD
141007,LUDHIANA,PB,3,5,COD
141008,LUDHIANA,PB,3,5,COD
141009,LUDHIANA,PB,3,5,COD
141010,LUDHIANA,PB,3,5,COD
141011,LUDHIANA,PB,4,6,COD
141012,LUDHIANA,PB,3,5,COD
141013,LUDHIANA,PB,3,5,COD
141014,LUDHIANA,PB,3,5,COD
141016,LUDHIANA,PB,4,6,COD
141017,LUDHIANA,PB,3,5,No COD
141120,LUDHIANA,PB,4,6,No COD
141304,PHAGWARA,PB,5,7,No COD
141309,JALANDHAR,PB,4,6,No COD
141310,KAPURTHALA,PB,4,6,No COD
141401,KHANNA,PB,4,6,No COD
142001,MOGA,PB,5,7,No COD
142021,LUDHIANA,PB,4,6,No COD
142022,LUDHIANA,PB,4,6,No COD
142026,JAGRAON,PB,4,6,No COD
142047,ZIRA,PB,6,8,No COD
142050,TALWANDI,PB,6,8,No COD
143001,AMRITSAR,PB,3,5,COD
143002,AMRITSAR,PB,3,5,COD
143003,AMRITSAR,PB,3,5,COD
143004,AMRITSAR,PB,3,5,COD
143005,AMRITSAR,PB,3,5,COD
143006,AMRITSAR,PB,3,5,COD
143021,AMRITSAR,PB,4,6,No COD
143022,AMRITSAR,PB,4,6,COD
143104,AMRITSAR,PB,3,5,COD
143105,AMRITSAR,PB,4,6,COD
143106,AMRITSAR,PB,5,7,No COD
143416,PATTI,PB,4,6,No COD
143505,BATALA,PB,5,7,No COD
143506,BATALA,PB,5,7,No COD
143521,GURDASPUR,PB,7,9,No COD
143531,GURDASPUR,PB,7,9,No COD
144001,JALANDHAR,PB,3,5,COD
144002,JALANDHAR,PB,3,5,COD
144003,JALANDHAR,PB,3,5,COD
144004,JALANDHAR,PB,3,5,COD
144005,JALANDHAR,PB,3,5,COD
144006,JALANDHAR,PB,3,5,COD
144007,JALANDHAR,PB,3,5,COD
144008,JALANDHAR,PB,3,5,COD
144009,JALANDHAR,PB,3,5,COD
144010,JALANDHAR,PB,3,5,COD
144011,JALANDHAR,PB,3,5,COD
144012,JALANDHAR,PB,3,5,COD
144013,JALANDHAR,PB,3,5,COD
144014,JALANDHAR,PB,3,5,COD
144021,JALANDHAR,PB,3,5,COD
144022,JALANDHAR,PB,3,5,COD
144023,JALANDHAR,PB,3,5,COD
144027,JALANDHAR,PB,3,5,COD
144205,HOSHIARPUR,PB,8,10,No COD
144401,PHAGWARA,PB,5,7,No COD
144402,PHAGWARA,PB,5,7,No COD
144403,KAPURTHALA,PB,7,9,COD
144409,GORAYA,PB,5,7,No COD
144410,PHILAUR,PB,6,8,No COD
144505,LUDHIANA,PB,4,6,No COD
144514,NAWANSHAHAR,PB,5,7,No COD
144601,KAPURTHALA,PB,5,7,COD
145001,PATHANKOT,PB,7,9,No COD
146001,HOSHIARPUR,PB,7,9,No COD
147001,PATIALA,PB,3,5,COD
147002,PATIALA,PB,3,5,COD
147003,PATIALA,PB,3,5,COD
147004,PATIALA,PB,3,5,COD
147005,PATIALA,PB,3,5,COD
147021,PATIALA,PB,3,5,COD
147201,PATIALA,PB,5,7,No COD
147301,LUDHIANA,PB,4,6,No COD
148001,SANGRUR,PB,5,7,No COD
148021,AHMEDGARH,PB,5,7,No COD
148022,SANGRUR,PB,5,7,No COD
148023,MALERKOTLA,PB,4,6,No COD
148024,DHURI,PB,4,6,No COD
148025,DHURI,PB,4,6,No COD
148028,SANGRUR,PB,5,7,No COD
148100,BARNALA,PB,5,7,No COD
151001,BHATINDA,PB,5,7,No COD
151004,BHATINDA,PB,5,7,No COD
151005,BHATINDA,PB,5,7,No COD
151103,BHATINDA,PB,5,7,No COD
151202,JAITWAL,PB,7,9,No COD
151203,FARIDKOT,PB,7,9,No COD
151204,KOTKAPURA,PB,7,9,No COD
152001,FEROZPUR,PB,7,9,No COD
152107,LUDHIANA,PB,5,7,No COD
160001,CHANDIGARH,CH,3,5,COD
160002,CHANDIGARH,CH,3,5,COD
160003,CHANDIGARH,CH,3,5,COD
160004,CHANDIGARH,CH,3,5,COD
160008,CHANDIGARH,CH,3,5,COD
160009,CHANDIGARH,CH,3,5,COD
160010,CHANDIGARH,CH,3,5,COD
160011,CHANDIGARH,CH,3,5,COD
160012,CHANDIGARH,CH,3,5,COD
160014,CHANDIGARH,CH,3,5,COD
160015,CHANDIGARH,CH,3,5,COD
160016,CHANDIGARH,CH,3,5,COD
160017,CHANDIGARH,CH,3,5,COD
160018,CHANDIGARH,CH,3,5,COD
160019,CHANDIGARH,CH,3,5,COD
160020,CHANDIGARH,CH,3,5,COD
160022,CHANDIGARH,CH,3,5,COD
160023,CHANDIGARH,CH,3,5,COD
160025,CHANDIGARH,CH,3,5,COD
160026,CHANDIGARH,CH,3,5,COD
160030,CHANDIGARH,CH,3,5,COD
160031,CHANDIGARH,CH,3,5,COD
160032,CHANDIGARH,CH,3,5,COD
160034,CHANDIGARH,CH,3,5,COD
160035,CHANDIGARH,CH,3,5,COD
160036,CHANDIGARH,CH,3,5,COD
160039,CHANDIGARH,CH,3,5,COD
160040,CHANDIGARH,CH,3,5,COD
160046,CHANDIGARH,CH,3,5,COD
160047,CHANDIGARH,CH,3,5,COD
160048,CHANDIGARH,CH,3,5,COD
160051,MOHALI,PB,5,7,No COD
160055,MOHALI,PB,5,7,No COD
160056,MOHALI,PB,5,7,No COD
160058,MOHALI,PB,5,7,No COD
160059,MOHALI,PB,5,7,No COD
160060,MOHALI,PB,5,7,No COD
160061,CHANDIGARH,CH,4,6,No COD
160062,MOHALI,PB,4,6,No COD
160071,MOHALI,PB,4,6,No COD
160101,CHANDIGARH,CH,3,5,COD
160102,CHANDIGARH,CH,3,5,COD
160106,CHANDIGARH,CH,3,5,COD
171001,SHIMLA,HP,10,12,No COD
171002,SHIMLA,HP,10,12,No COD
171003,SHIMLA,HP,10,12,No COD
171004,SHIMLA,HP,10,12,No COD
171005,SHIMLA,HP,10,12,No COD
171006,SHIMLA,HP,10,12,No COD
171007,SHIMLA,HP,10,12,No COD
171009,SHIMLA,HP,10,12,No COD
173002,KALA AMB,HP,8,10,No COD
173025,PAONTA SAHIB,HP,5,7,No COD
173030,PAONTA SAHIB,HP,7,9,No COD
173203,SOLAN,HP,9,11,COD
173205,BADDI,HP,4,6,No COD
173212,SOLAN,HP,7,9,COD
173213,SHIMLA,HP,7,9,COD
173220,PARWANOO,HP,5,7,COD
174001,SOLAN,HP,10,12,No COD
174101,BADDI,HP,5,7,No COD
174103,BROTIWALA,HP,4,6,No COD
175001,MANDI,HP,11,13,No COD
175023,REWALSAR,HP,13,15,No COD
175125,BHUNTAR,HP,13,15,No COD
175131,MANALI,HP,13,15,No COD
176001,KANGRA,HP,7,9,No COD
176031,KANGRA,HP,7,9,No COD
176047,KANGRA,HP,7,9,No COD
176057,KANGRA,HP,9,11,No COD
176061,KANGRA,HP,7,9,No COD
176215,DHARMSHALA,HP,7,9,No COD
176219,DHARAMSHALA,HP,7,9,No COD
180001,JAMMU,JK,5,7,COD
180002,JAMMU,JK,5,7,COD
180003,JAMMU,JK,5,7,COD
180004,JAMMU,JK,5,7,COD
180005,JAMMU,JK,5,7,COD
180006,JAMMU,JK,5,7,COD
180007,JAMMU,JK,5,7,COD
180010,JAMMU,JK,5,7,COD
180011,JAMMU,JK,5,7,COD
180012,JAMMU,JK,5,7,COD
180013,JAMMU,JK,5,7,COD
180016,JAMMU,JK,5,7,COD
181121,JAMMU,JK,5,7,COD
181124,JAMMU,JK,5,7,No COD
181133,JAMMU,JK,5,7,COD
181152,JAMMU,JK,5,7,No COD
182101,UDHAMPUR,JK,7,9,No COD
190001,SRINAGAR,JK,9,11,No COD
190002,SRINAGAR,JK,9,11,No COD
190003,SRINAGAR,JK,9,11,No COD
190004,SRINAGAR,JK,9,11,No COD
190005,SRINAGAR,JK,9,11,No COD
190006,SRINAGAR,JK,9,11,No COD
190007,SRINAGAR,JK,9,11,No COD
190008,SRINAGAR,JK,9,11,No COD
190009,SRINAGAR,JK,9,11,No COD
190010,HAZURIBAGH,JK,9,11,No COD
190011,HAZURIBAGH,JK,9,11,No COD
190012,SRINAGAR,JK,9,11,No COD
190014,SRINAGAR,JK,9,11,No COD
190015,SRINAGAR,JK,9,11,No COD
190017,SRINAGAR,JK,9,11,No COD
190021,SRINAGAR,JK,9,11,No COD
201001,GHAZIABAD,UP,2,4,COD
201002,GHAZIABAD,UP,2,4,COD
201003,GHAZIABAD,UP,2,4,COD
201004,GHAZIABAD,UP,2,4,COD
201005,GHAZIABAD,UP,2,4,COD
201006,GHAZIABAD,UP,2,4,COD
201007,GHAZIABAD,UP,2,4,COD
201008,GHAZIABAD,UP,2,4,COD
201009,GHAZIABAD,UP,2,4,COD
201010,GHAZIABAD,UP,2,4,COD
201011,GHAZIABAD,UP,2,4,COD
201012,GHAZIABAD,UP,3,5,COD
201013,GHAZIABAD,UP,3,5,COD
201014,GHAZIABAD,UP,3,5,COD
201102,GHAZIABAD,UP,3,5,No COD
201201,MODINAGAR,UP,2,4,COD
201202,GHAZIABAD,UP,3,5,COD
201204,MODINAGAR,UP,2,4,COD
201206,MODINAGAR,UP,2,4,COD
201301,NOIDA,UP,2,4,COD
201302,NOIDA,UP,2,4,COD
201303,NOIDA,UP,2,4,COD
201304,NOIDA,UP,2,4,COD
201305,NOIDA,UP,2,4,COD
201306,NOIDA,UP,2,4,COD
201307,NOIDA,UP,2,4,COD
201308,NOIDA,UP,2,4,COD
201309,NOIDA,UP,2,4,COD
201310,NOIDA,UP,3,5,COD
202001,ALIGARH,UP,4,6,No COD
202002,ALIGARH,UP,4,6,No COD
202412,CHANDAUSI,UP,4,6,No COD
203207,GHAZIABAD,UP,3,5,No COD
205001,MAINPURI,UP,3,5,No COD
206001,ETAWAH,UP,4,6,No COD
208001,KANPUR,UP,3,5,COD
208002,KANPUR,UP,3,5,COD
208003,KANPUR,UP,3,5,COD
208004,KANPUR,UP,3,5,COD
208005,KANPUR,UP,3,5,COD
208006,KANPUR,UP,3,5,COD
208007,KANPUR,UP,3,5,COD
208008,KANPUR,UP,3,5,COD
208009,KANPUR,UP,3,5,COD
208010,KANPUR,UP,3,5,COD
208011,KANPUR,UP,3,5,COD
208012,KANPUR,UP,3,5,COD
208013,KANPUR,UP,3,5,COD
208014,KANPUR,UP,3,5,COD
208015,KANPUR,UP,3,5,COD
208016,KANPUR,UP,3,5,COD
208017,KANPUR,UP,3,5,COD
208018,KANPUR,UP,3,5,COD
208019,KANPUR,UP,3,5,COD
208020,KANPUR,UP,3,5,COD
208021,KANPUR,UP,3,5,COD
208022,KANPUR,UP,3,5,COD
208023,KANPUR,UP,3,5,COD
208024,KANPUR,UP,3,5,COD
208025,KANPUR,UP,3,5,COD
208026,KANPUR,UP,3,5,COD
208027,KANPUR,UP,3,5,COD
209203,KANPUR DEHAT,UP,4,6,No COD
209311,JAINPUR,UP,4,6,No COD
209625,FARRUKHABAD,UP,4,6,No COD
209725,KANNAUJ,UP,4,6,No COD
209801,UNNAO,UP,3,5,COD
209861,SUKLAGANJ,UP,3,5,COD
209862,SUKLAGANJ,UP,3,5,COD
210001,BANDA,UP,4,6,No COD
211001,ALLAHABAD,UP,4,6,COD
211002,ALLAHABAD,UP,4,6,COD
211003,ALLAHABAD,UP,4,6,COD
211004,ALLAHABAD,UP,4,6,COD
211005,ALLAHABAD,UP,4,6,COD
211006,ALLAHABAD,UP,4,6,COD
211007,ALLAHABAD,UP,4,6,COD
211008,ALLAHABAD,UP,4,6,COD
211009,ALLAHABAD,UP,4,6,COD
211010,ALLAHABAD,UP,4,6,COD
211011,ALLAHABAD,UP,4,6,COD
211012,ALLAHABAD,UP,4,6,COD
211013,ALLAHABAD,UP,4,6,COD
211014,ALLAHABAD,UP,4,6,COD
211015,ALLAHABAD,UP,4,6,COD
211016,ALLAHABAD,UP,4,6,COD
211017,ALLAHABAD,UP,4,6,COD
211018,ALLAHABAD,UP,4,6,COD
211019,ALLAHABAD,UP,4,6,COD
212204,ALLAHABAD,UP,4,6,COD
212404,ALLAHABAD,UP,4,6,COD
221001,VARANASI,UP,5,7,COD
221002,VARANASI,UP,5,7,COD
221003,VARANASI,UP,5,7,COD
221004,VARANASI,UP,5,7,COD
221005,VARANASI,UP,5,7,COD
221006,VARANASI,UP,5,7,COD
221007,VARANASI,UP,5,7,COD
221008,VARANASI,UP,5,7,COD
221009,VARANASI,UP,5,7,COD
221010,VARANASI,UP,5,7,COD
221103,VARANASI,UP,5,7,COD
221104,VARANASI,UP,6,8,No COD
221105,VARANASI,UP,7,9,No COD
221106,VARANASI,UP,7,9,COD
221109,VARANASI,UP,6,8,No COD
221301,AURAI,UP,7,9,No COD
221303,GOPIGANJ,UP,7,9,No COD
221304,GYANPUR,UP,7,9,No COD
221306,AURAI,UP,7,9,No COD
221311,VARANASI,UP,7,9,No COD
221314,MAHARAJGANJ,UP,7,9,No COD
221401,BHADOHI,UP,6,8,COD
221402,BHADOHI,UP,6,8,COD
221409,BHADOHI,UP,6,8,COD
222001,BALLIA,UP,8,10,No COD
222002,JAUNPUR,UP,7,9,No COD
224001,FAIZABAD,UP,5,7,No COD
224123,FAIZABAD,UP,5,7,No COD
225001,BARABANKI,UP,5,7,No COD
225003,BARABANKI,UP,5,7,No COD
226000,LUCKNOW,UP,5,7,COD
226001,LUCKNOW,UP,5,7,COD
226002,LUCKNOW,UP,5,7,COD
226003,LUCKNOW,UP,5,7,COD
226004,LUCKNOW,UP,5,7,COD
226005,LUCKNOW,UP,5,7,COD
226006,LUCKNOW,UP,5,7,COD
226007,LUCKNOW,UP,4,6,COD
226008,LUCKNOW,UP,4,6,COD
226009,LUCKNOW,UP,4,6,COD
226010,LUCKNOW,UP,4,6,COD
226011,LUCKNOW,UP,4,6,COD
226012,LUCKNOW,UP,4,6,COD
226013,LUCKNOW,UP,4,6,COD
226014,LUCKNOW,UP,4,6,COD
226015,LUCKNOW,UP,4,6,COD
226016,LUCKNOW,UP,4,6,COD
226017,LUCKNOW,UP,4,6,COD
226018,LUCKNOW,UP,4,6,COD
226019,LUCKNOW,UP,4,6,COD
226020,LUCKNOW,UP,4,6,COD
226021,LUCKNOW,UP,4,6,COD
226022,LUCKNOW,UP,4,6,COD
226023,LUCKNOW,UP,4,6,COD
226024,LUCKNOW,UP,4,6,COD
226025,LUCKNOW,UP,4,6,COD
227105,LUCKNOW,UP,4,6,COD
227817,JAGDISHPUR,UP,7,9,No COD
228001,SULTANPUR,UP,5,7,No COD
229010,RAI BAREILLY,UP,4,6,No COD
231001,MIRZAPUR,UP,7,9,No COD
231222,SHAKTI NAGAR,UP,7,9,No COD
243001,BAREILLY,UP,4,6,COD
243002,BAREILLY,UP,4,6,COD
243003,BAREILLY,UP,4,6,COD
243004,BAREILLY,UP,4,6,COD
243005,BAREILLY,UP,4,6,COD
243006,BAREILLY,UP,4,6,COD
243122,BAREILLY,UP,4,6,COD
243501,BAREILLY,UP,4,6,COD
243502,BAREILLY,UP,4,6,COD
243601,BADAUN,UP,7,9,No COD
244001,MORADABAD,UP,3,5,COD
244221,AMROHA,UP,4,6,No COD
244235,MORADABAD,UP,4,6,No COD
244302,MORADABAD,UP,4,6,No COD
244713,KASHIPUR,UT,7,9,No COD
244901,RAMPUR,UP,3,5,No COD
245101,HAPUR,UP,3,5,COD
245304,PILAKHUWA,UP,3,5,No COD
246701,BIJNORE,UP,4,6,No COD
246761,MORADABAD,UP,4,6,No COD
247001,SAHARANPUR,UP,3,5,COD
247664,ROORKEE,UT,4,6,COD
247665,ROORKEE,UT,4,6,COD
247666,ROORKEE,UT,4,6,COD
247667,ROORKEE,UT,4,6,COD
248001,DEHRADUN,UT,4,6,COD
248002,DEHRADUN,UT,5,7,COD
248003,DEHRADUN,UT,5,7,COD
248004,DEHRADUN,UT,5,7,COD
248005,DEHRADUN,UT,5,7,COD
248006,DEHRADUN,UT,5,7,COD
248007,DEHRADUN,UT,4,6,COD
248008,DEHRADUN,UT,4,6,COD
